# GET /gateway/ai-audit-server/external/audit/getOrderInfoByOrderId?order_id=GDA2026042408033800&with_order=true HTTP/1.1 中的 order_id 为工单编号，修改工单编号便可以查看对应的工单详情
GET /gateway/ai-audit-server/external/audit/getOrderInfoByOrderId?order_id=GDA2026042408033800&with_order=true HTTP/1.1
Host: twaudit.hngsetc.com
          "laneNum": "123",
          "vehicleSpeed": "81",
          "vehFeatureCode": "0"
        },
        {
          "roadSectionName": "长韶娄高速",
          "gantryName": "娄底站-桥头河站1",
          "vehicleTypeName": null,
          "driveDir": 2,
          "driveDirName": null,
          "shootPosition": 1,
          "shootPositionName": null,
          "identifyTypeName": null,
          "gantryOrderNum": "201",
          "gantryOrderNumName": null,
          "vehicleColor": "99",
          "lng": "111.98075600",
          "lat": "27.84659800",
          "gantryType": "0",
          "gantryHex": "495C12",
          "j": null,
          "w": null,
          "gantryTypeName": null,
          "binImageSize": 382,
          "faceFeatureCode": "0",
          "reliability": "62.72",
          "matchStatus": 0,
          "validStatus": 0,
          "licenseImageSize": 6975,
          "vehicleModel": "0",
          "imageSize": 439264,
          "stationDBTime": "2026-04-22T02:41:11",
          "stationValidTime": "2026-04-22T02:41:11",
          "verifyCode": "0",
          "stationMatchTime": "2026-04-22T02:41:11",
          "hourBatchNo": "2026042202",
          "dealStatus": 1,
          "stationDealTime": "2026-04-22T02:41:11",
          "intervalName": null,
          "intervalNo": null,
          "vehicleid": null,
          "serialno": null,
          "identifytype": null,
          "gantryid": "S005043001002020010",
          "optime": null,
          "tollstationid": null,
          "VEHICLEID": null,
          "vehiclePlate": "湘A91230D_5",
          "SERIALNO": null,
          "picId": "S0050430010020200101022026042202000025",
          "GANTRYID": "S005043001002020010",
          "gantryId": "S005043001002020010",
          "TOLLSTATIONID": null,
          "OPTIME": null,
          "picTime": "2026-04-22 02:41:09",
          "IDENTIFYTYPE": null,
          "vehicleType": null,
          "identifyType": null,
          "cameraNum": "102",
          "laneNum": "2",
          "vehicleSpeed": "90",
          "vehFeatureCode": "0"
        },
        {
          "roadSectionName": "长韶娄高速",
          "gantryName": "桥头河站-龙塘互通立交1",
          "vehicleTypeName": null,
          "driveDir": 2,
          "driveDirName": null,
          "shootPosition": 1,
          "shootPositionName": null,
          "identifyTypeName": null,
          "gantryOrderNum": "201",
          "gantryOrderNumName": null,
          "vehicleColor": "99",
          "lng": "111.84389200",
          "lat": "27.80668000",
          "gantryType": "0",
          "gantryHex": "495C14",
          "j": null,
          "w": null,
          "gantryTypeName": null,
          "binImageSize": 382,
          "faceFeatureCode": "0",
          "reliability": "60.85",
          "matchStatus": 0,
          "validStatus": 0,
          "licenseImageSize": 6974,
          "vehicleModel": "0",
          "imageSize": 449298,
          "stationDBTime": "2026-04-22T02:52:27",
          "stationValidTime": "2026-04-22T02:52:27",
          "verifyCode": "0",
          "stationMatchTime": "2026-04-22T02:52:27",
          "hourBatchNo": "2026042202",
          "dealStatus": 1,
          "stationDealTime": "2026-04-22T02:52:27",
          "intervalName": null,
          "intervalNo": null,
          "vehicleid": null,
          "serialno": null,
          "identifytype": null,
          "gantryid": "S005043001002220010",
          "optime": null,
          "tollstationid": null,
          "VEHICLEID": null,
          "vehiclePlate": "湘A91230D_5",
          "SERIALNO": null,
          "picId": "S0050430010022200101042026042202000055",
          "GANTRYID": "S005043001002220010",
          "gantryId": "S005043001002220010",
          "TOLLSTATIONID": null,
          "OPTIME": null,
          "picTime": "2026-04-22 02:52:25",
          "IDENTIFYTYPE": null,
          "vehicleType": null,
          "identifyType": null,
          "cameraNum": "104",
          "laneNum": "123",
          "vehicleSpeed": "80",
          "vehFeatureCode": "0"
        },
        {
          "roadSectionName": "安邵高速",
          "gantryName": "龙塘互通立交-涟源东站1",
          "vehicleTypeName": null,
          "driveDir": 2,
          "driveDirName": null,
          "shootPosition": 1,
          "shootPositionName": null,
          "identifyTypeName": null,
          "gantryOrderNum": "201",
          "gantryOrderNumName": null,
          "vehicleColor": "1",
          "lng": "111.71986100",
          "lat": "27.70660400",
          "gantryType": "0",
          "gantryHex": "492108",
          "j": null,
          "w": null,
          "gantryTypeName": null,
          "binImageSize": 0,
          "faceFeatureCode": "NONE|V1.0",
          "reliability": "0.00",
          "matchStatus": 0,
          "validStatus": 0,
          "licenseImageSize": 25554,
          "vehicleModel": "未知",
          "imageSize": 682667,
          "stationDBTime": "2026-04-22T03:07:58",
          "stationValidTime": "2026-04-22T03:07:58",
          "verifyCode": "0",
          "stationMatchTime": "2026-04-22T03:07:58",
          "hourBatchNo": "2026042203",
          "dealStatus": 1,
          "stationDealTime": "2026-04-22T03:07:58",
          "intervalName": null,
          "intervalNo": null,
          "vehicleid": null,
          "serialno": null,
          "identifytype": null,
          "gantryid": "G005543003003820010",
          "optime": null,
          "tollstationid": null,
          "VEHICLEID": null,
          "vehiclePlate": "湘A91230D_5",
          "SERIALNO": null,
          "picId": "G0055430030038200101022026042203000008",
          "GANTRYID": "G005543003003820010",
          "gantryId": "G005543003003820010",
          "TOLLSTATIONID": null,
          "OPTIME": null,
          "picTime": "2026-04-22 03:07:55",
          "IDENTIFYTYPE": null,
          "vehicleType": null,
          "identifyType": "1",
          "cameraNum": "102",
          "laneNum": "1",
          "vehicleSpeed": "0",
          "vehFeatureCode": "NONE|V1.0"
        },
        {
          "roadSectionName": "安邵高速",
          "gantryName": "涟源东站-涟源互通立交1",
          "vehicleTypeName": null,
          "driveDir": 2,
          "driveDirName": null,
          "shootPosition": 1,
          "shootPositionName": null,
          "identifyTypeName": null,
          "gantryOrderNum": "201",
          "gantryOrderNumName": null,
          "vehicleColor": "1",
          "lng": "111.72494700",
          "lat": "27.68142000",
          "gantryType": "0",
          "gantryHex": "49210A",
          "j": null,
          "w": null,
          "gantryTypeName": null,
          "binImageSize": 0,
          "faceFeatureCode": "NONE|V1.0",
          "reliability": "0.00",
          "matchStatus": 0,
          "validStatus": 0,
          "licenseImageSize": 14652,
          "vehicleModel": "未知",
          "imageSize": 299540,
          "stationDBTime": "2026-04-22T03:10:16",
          "stationValidTime": "2026-04-22T03:10:16",
          "verifyCode": "0",
          "stationMatchTime": "2026-04-22T03:10:16",
          "hourBatchNo": "2026042203",
          "dealStatus": 1,
          "stationDealTime": "2026-04-22T03:10:16",
          "intervalName": null,
          "intervalNo": null,
          "vehicleid": null,
          "serialno": null,
          "identifytype": null,
          "gantryid": "G005543003004020010",
          "optime": null,
          "tollstationid": null,
          "VEHICLEID": null,
          "vehiclePlate": "湘A91230D_5",
          "SERIALNO": null,
          "picId": "G0055430030040200101022026042203000010",
          "GANTRYID": "G005543003004020010",
          "gantryId": "G005543003004020010",
          "TOLLSTATIONID": null,
          "OPTIME": null,
          "picTime": "2026-04-22 03:10:13",
          "IDENTIFYTYPE": null,
          "vehicleType": null,
          "identifyType": "1",
          "cameraNum": "102",
          "laneNum": "2",
          "vehicleSpeed": "0",
          "vehFeatureCode": "NONE|V1.0"
        },
        {
          "roadSectionName": "安邵高速",
          "gantryName": "涟源互通立交-白马站1",
          "vehicleTypeName": null,
          "driveDir": 2,
          "driveDirName": null,
          "shootPosition": 1,
          "shootPositionName": null,
          "identifyTypeName": null,
          "gantryOrderNum": "201",
          "gantryOrderNumName": null,
          "vehicleColor": "1",
          "lng": "111.69696300",
          "lat": "27.61040000",
          "gantryType": "0",
          "gantryHex": "49210B",
          "j": null,
          "w": null,
          "gantryTypeName": null,
          "binImageSize": 0,
          "faceFeatureCode": "NONE|V1.0",
          "reliability": "0.00",
          "matchStatus": 0,
          "validStatus": 0,
          "licenseImageSize": 10590,
          "vehicleModel": "未知",
          "imageSize": 598344,
          "stationDBTime": "2026-04-22T03:19:04",
          "stationValidTime": "2026-04-22T03:19:04",
          "verifyCode": "0",
          "stationMatchTime": "2026-04-22T03:19:04",
          "hourBatchNo": "2026042203",
          "dealStatus": 1,
          "stationDealTime": "2026-04-22T03:19:04",
          "intervalName": null,
          "intervalNo": null,
          "vehicleid": null,
          "serialno": null,
          "identifytype": null,
          "gantryid": "G005543003004120010",
          "optime": null,
          "tollstationid": null,
          "VEHICLEID": null,
          "vehiclePlate": "湘A91230D_5",
          "SERIALNO": null,
          "picId": "G0055430030041200101042026042203000010",
          "GANTRYID": "G005543003004120010",
          "gantryId": "G005543003004120010",
          "TOLLSTATIONID": null,
          "OPTIME": null,
          "picTime": "2026-04-22 03:19:01",
          "IDENTIFYTYPE": null,
          "vehicleType": null,
          "identifyType": "1",
          "cameraNum": "104",
          "laneNum": "2",
          "vehicleSpeed": "0",
